# MACSJ0416 photometric redshifts
# M0416cl_A.cat IDs cross matched wth M0416cl_ZPHOT.cat
# ID RA[deg] DEC[deg] ZBEST ZBEST_SIG ZPHOTFLAG
2245 64.038826 -24.060898 0.6905 1.647 0
2246 64.033447 -24.060963 0.684 0.1165 0
2247 64.030525 -24.060883 2.9779 0.03 0
2248 64.030746 -24.060467 0.4015 0.0155 0
2249 64.035789 -24.060875 2.25805 0.0725 0
2250 64.055527 -24.060734 0.61 0.2535 0
2251 64.046959 -24.060783 3.324 0.02825 0
2252 64.032021 -24.060183 0.3455 0.0407 0
2253 64.036201 -24.060652 2.846 0.0379 0
2254 64.042259 -24.060545 2.165199 0.0675 0
2255 64.037674 -24.060753 3.54535 0.011 0
2256 64.043785 -24.060698 0.245 0.124 0
2257 64.057274 -24.060747 0.5631 0.023 0
2258 64.027252 -24.059111 0.3679 0.0 1
2259 64.024513 -24.060722 4.521249 0.039 0
2260 64.042885 -24.060665 4.9852 0.19 0
2261 64.050598 -24.060099 0.3221 0.1 0
2262 64.051453 -24.060253 0.349 0.08 0
2263 64.035248 -24.060562 1.63785 0.0135 0
2264 64.034966 -24.060703 2.782 0.102 0
2265 64.024361 -24.060598 2.054999 0.0331 0
2266 64.05307 -24.060341 0.547 0.114 0
2267 64.043488 -24.060532 3.334 0.021 0
2268 64.046455 -24.060392 2.1851 0.0 1
2269 64.047722 -24.06049 0.7905 0.0498 0
2270 64.037125 -24.059898 2.163849 0.07 0
2271 64.031097 -24.060486 2.88 0.054 0
2272 64.040993 -24.059752 1.908 0.095 0
2273 64.026253 -24.060434 2.2175 0.0755 0
2274 64.041916 -24.059954 0.206 0.05375 0
2275 64.02356 -24.060291 1.9365 0.1195 0
2276 64.027245 -24.060284 0.2325 0.025 0
2277 64.025543 -24.060358 4.73275 2.0865 0
2278 64.033752 -24.060219 0.6846 0.0195 0
2279 64.042122 -24.06028 1.457 0.155 0
2280 64.030617 -24.060097 0.7322 0.0725 0
2281 64.046143 -24.060108 2.535 0.361 0
2282 64.04155 -24.059998 2.9695 1.614 0
2283 64.03511 -24.060139 0.5725 0.064 0
2284 64.03257 -24.059523 0.46985 0.042 0
2285 64.048134 -24.060163 0.949 0.006 0
2286 64.047997 -24.059675 0.4305 0.13065 0
2287 64.043938 -24.059858 1.19 0.019 0
2288 64.035255 -24.05957 0.679 0.01315 0
2289 64.051674 -24.059952 0.01 0.02 0
2290 64.039871 -24.059105 0.2611 0.049 0
2291 64.037704 -24.059834 3.187199 0.1005 0
2292 64.029655 -24.059958 0.881 0.0285 0
2293 64.032494 -24.05986 0.01 0.02 0
2294 64.043877 -24.059233 0.37995 0.06 0
2295 64.037804 -24.055576 0.3969 0.0 1
2296 64.028038 -24.059521 1.0135 0.02755 0
2297 64.037125 -24.05933 0.283 0.1 0
2298 64.041557 -24.059616 1.109 0.0105 0
2299 64.042175 -24.058186 2.07785 0.0865 0
2300 64.036972 -24.059746 0.01 0.02 0
2301 64.046211 -24.059767 0.1515 0.0825 0
2302 64.03096 -24.059683 1.63185 0.051 0
2303 64.023766 -24.059656 1.6695 0.0705 0
2304 64.035583 -24.059471 0.22 0.0475 0
2305 64.04557 -24.059582 2.385 0.075 0
2306 64.034081 -24.059589 0.755 0.026 0
2307 64.036613 -24.059565 3.304399 0.044 0
2308 64.04129 -24.059467 0.6438 0.4985 0
2309 64.043625 -24.05957 2.334599 0.06 0
2310 64.033463 -24.059546 0.901 1.6374 0
2311 64.031418 -24.059185 0.6755 0.0205 0
2312 64.049232 -24.059525 1.9162 1.594 0
2313 64.039215 -24.059498 0.519 0.0405 0
2314 64.036598 -24.059307 2.145 0.13395 0
2315 64.025002 -24.059456 5.13335 0.055 0
2316 64.036789 -24.059338 1.8744 0.07 0
2317 64.033569 -24.059006 0.6205 0.067 0
2318 64.052643 -24.059242 0.161 0.075 0
2319 64.039421 -24.058846 3.32525 0.0255 0
2320 64.025391 -24.059179 1.2325 0.0775 0
2321 64.035225 -24.059341 3.8095 0.175 0
2322 64.028915 -24.058392 0.525 0.0245 0
2323 64.034935 -24.059307 5.18215 0.03 0
2324 64.044479 -24.059311 6.2875 0.02 0
2325 64.036621 -24.059137 1.078 0.5 0
2326 64.036407 -24.059298 0.01 0.02 0
2327 64.049461 -24.059261 2.321499 0.0717 0
2328 64.042709 -24.059221 2.2225 0.06 0
2329 64.038696 -24.059164 0.59 0.021 0
2330 64.052208 -24.059202 0.4185 0.04825 0
2331 64.048958 -24.059189 0.605 0.02 0
2332 64.029305 -24.058994 1.19775 0.059 0
2333 64.041527 -24.058359 0.3405 0.06 0
2334 64.0233 -24.059107 0.3933 1.55 0
2335 64.050285 -24.059103 2.315 0.44105 0
2336 64.02388 -24.058992 2.425 0.09725 0
2337 64.043571 -24.059002 6.160249 0.026 0
2338 64.027412 -24.058413 0.5095 0.0155 0
2339 64.037201 -24.058947 1.8403 0.09 0
2340 64.042244 -24.058952 3.4575 0.27535 0
2341 64.044434 -24.058954 4.5435 0.27415 0
2342 64.051636 -24.058912 0.69255 0.1815 0
2343 64.039703 -24.058638 0.7955 0.0335 0
2344 64.03756 -24.058716 4.03215 1.792 0
2345 64.041733 -24.058792 3.164999 0.0476 0
2346 64.025047 -24.058756 2.11 1.27395 0
2347 64.048416 -24.05871 4.375001 0.0751 0
2348 64.033302 -24.058241 0.8213 0.0 1
2349 64.042984 -24.058516 1.984 0.02995 0
2350 64.043564 -24.05864 0.69 0.186 0
2351 64.04483 -24.05851 1.0795 0.055 0
2352 64.039307 -24.058567 2.3292 0.02 0
2353 64.027222 -24.05854 2.54245 0.037 0
2354 64.036453 -24.058472 4.0815 0.08975 0
2355 64.043221 -24.058523 2.0617 0.8785 0
2356 64.028419 -24.058498 0.321 0.0155 0
2357 64.044914 -24.05776 2.77 0.0091 0
2358 64.038162 -24.058304 0.18115 0.0295 0
2359 64.050728 -24.058474 3.01065 0.22 0
2360 64.029991 -24.057432 0.45515 0.215 0
2361 64.024338 -24.058266 1.3735 0.0035 0
2362 64.048141 -24.058432 9.987494 0.053499 0
2363 64.050438 -24.05843 4.91 0.41805 0
2364 64.024101 -24.058029 1.8605 0.0632 0
2365 64.02916 -24.058233 3.1285 0.205 0
2366 64.037048 -24.05831 2.12 0.096 0
2367 64.02494 -24.05805 0.01 0.02 0
2368 64.028305 -24.058285 4.5285 0.0535 0
2369 64.045296 -24.057909 2.9185 0.14 0
2370 64.025146 -24.056364 0.3947 0.0 1
2371 64.040871 -24.058239 2.653 0.405 0
2372 64.044693 -24.057674 2.795 0.105 0
2373 64.039421 -24.058205 1.612 0.1865 0
2374 64.041786 -24.057716 1.8555 0.02725 0
2375 64.03344 -24.057631 2.47 0.117 0
2376 64.048561 -24.058102 0.682 0.017 0
2377 64.03299 -24.058086 0.01 0.02 0
2378 64.041924 -24.058083 2.0007 0.055 0
2379 64.044594 -24.058029 0.46535 0.275 0
2380 64.0354 -24.057768 0.072 0.242 0
2381 64.047607 -24.057638 0.6555 0.122 0
2382 64.037254 -24.056999 0.5495 0.00855 0
2383 64.044739 -24.057915 0.5545 0.0105 0
2384 64.049683 -24.057859 6.46905 0.504 0
2385 64.043121 -24.057905 8.827353 0.030501 0
2386 64.033089 -24.056326 1.3637 0.0 1
2387 64.037544 -24.057684 2.25245 0.085 0
2388 64.024567 -24.057802 1.5226 1.225 0
2389 64.043633 -24.057722 0.955 0.0085 0
2390 64.027054 -24.056828 0.17 0.0635 0
2391 64.038689 -24.057623 2.861 0.109 0
2392 64.034668 -24.057528 2.3356 0.085 0
2393 64.030281 -24.057392 1.6757 0.0475 0
2394 64.033691 -24.05757 0.72805 0.0455 0
2395 64.044426 -24.057549 2.835 0.067 0
2396 64.039856 -24.057188 2.2246 0.0 1
2397 64.039566 -24.057346 0.583 0.044 0
2398 64.02639 -24.057455 1.1165 0.09 0
2399 64.029549 -24.057404 2.905001 0.25315 0
2400 64.040054 -24.056164 1.095 0.03165 0
2401 64.025833 -24.056402 0.173 0.0475 0
2402 64.042572 -24.057327 2.315 0.0297 0
2403 64.044174 -24.05731 2.9935 0.0861 0
2404 64.040894 -24.056511 2.24765 0.08 0
2405 64.036537 -24.055983 0.6887 0.037 0
2406 64.027489 -24.057156 0.92 0.0665 0
2407 64.039352 -24.057177 0.9095 0.05 0
2408 64.028351 -24.057217 2.673 0.1095 0
2409 64.040298 -24.057186 2.72 0.072 0
2410 64.038971 -24.057178 2.78755 0.0795 0
2411 64.042946 -24.057184 5.9061 0.05 0
2412 64.043419 -24.056908 2.8305 0.038 0
2413 64.038261 -24.056349 0.8496 0.0 1
2414 64.034592 -24.055866 0.3425 0.0463 0
2415 64.036934 -24.056171 0.01 0.02 0
2416 64.038002 -24.056953 1.3885 0.0425 0
2417 64.046661 -24.056816 3.87 0.0659 0
2418 64.030617 -24.056681 0.885 0.0715 0
2419 64.026634 -24.056728 3.22695 0.055 0
2420 64.029793 -24.056217 2.203 0.02 0
2421 64.028366 -24.056517 2.794 0.065 0
2422 64.035568 -24.055983 0.54 0.03405 0
2423 64.029488 -24.056389 2.1396 0.0 1
2424 64.034264 -24.056274 2.764 2.708 0
2425 64.031204 -24.055378 0.4789 0.027 0
2426 64.0308 -24.056398 1.121 0.031 0
2427 64.028076 -24.056158 0.7471 0.055 0
2428 64.044586 -24.056137 0.4925 0.0775 0
2429 64.041512 -24.056301 3.9553 0.11 0
2430 64.030212 -24.055885 2.05795 0.225 0
2431 64.041115 -24.056116 2.3367 0.0135 0
2432 64.035568 -24.056267 1.5193 0.96 0
2433 64.029938 -24.055956 0.7844 0.03 0
2434 64.035156 -24.056152 0.01 0.7125 0
2435 64.029572 -24.055887 2.128999 1.485 0
2436 64.028816 -24.055832 0.785 0.1205 0
2437 64.033211 -24.055656 0.05 0.262 0
2438 64.028992 -24.055557 3.68345 0.2325 0
2439 64.030106 -24.055559 0.61 1.90995 0
2440 64.040497 -24.055559 0.549 0.05 0
2441 64.028275 -24.055542 2.48975 1.22 0
2442 64.038673 -24.055513 3.3605 0.28025 0
2443 64.028305 -24.054726 0.27925 0.03 0
2444 64.034073 -24.054564 0.4483 0.077 0
2445 64.031105 -24.055239 0.335 0.055 0
2446 64.039001 -24.055208 2.71 0.097 0
2447 64.028496 -24.055088 0.198 0.0725 0
2448 64.029823 -24.055071 2.4565 0.105 0
2449 64.026932 -24.055162 2.131 0.2174 0
2450 64.027763 -24.054895 0.0815 0.009 0
2451 64.030273 -24.055027 2.893399 0.29 0
2452 64.033821 -24.054373 0.05 0.0105 0
2453 64.035278 -24.054939 1.14 0.88855 0
2454 64.040421 -24.05485 0.549 0.0245 0
2455 64.02581 -24.05477 2.65 0.058 0
2456 64.037079 -24.05447 2.5015 0.01805 0
2457 64.036606 -24.054594 1.656 0.0142 0
2458 64.027351 -24.054501 0.861 0.025 0
2459 64.02916 -24.054504 1.954 0.0086 0
2460 64.028381 -24.054016 0.9435 0.0 1
2461 64.030602 -24.054417 1.80695 1.565 0
2462 64.029686 -24.054441 5.6888 0.03 0
2463 64.035828 -24.05439 1.437 0.07 0
2464 64.031822 -24.054253 3.374 0.2595 0
2465 64.030449 -24.054197 3.005 0.0656 0
2466 64.032455 -24.053688 2.2286 0.0 1
2467 64.035141 -24.053965 0.86 0.0765 0
2468 64.026672 -24.053961 5.6265 0.0312 0
2469 64.035507 -24.053862 2.69 0.097 0
2470 64.031349 -24.053829 3.88115 0.1685 0
2471 64.029182 -24.053713 0.105 0.005 0
2472 64.031006 -24.053614 3.09235 0.279 0
2473 64.027802 -24.052837 0.9403 0.0 1
2474 64.030083 -24.053455 1.98775 0.041 0
2475 64.036385 -24.053478 0.7715 0.0805 0
2476 64.031166 -24.053339 1.3565 0.0235 0
2477 64.028503 -24.053421 1.01 0.1065 0
2478 64.028961 -24.05335 2.3515 0.1 0
2479 64.033646 -24.052715 2.00135 0.1115 0
2480 64.030663 -24.053307 0.01 0.02 0
2481 64.033287 -24.052883 1.9577 0.2515 0
2482 64.030655 -24.051273 4.05305 0.2105 0
2483 64.032959 -24.053253 2.3315 0.0514 0
2484 64.028488 -24.053177 1.262 0.055 0
2485 64.027344 -24.053175 2.20365 0.223 0
2486 64.031807 -24.053131 2.44 0.09565 0
2487 64.027672 -24.053091 1.7455 0.055 0
2488 64.030647 -24.053083 0.01 0.02 0
2489 64.030746 -24.053061 0.01 0.02 0
2490 64.033356 -24.052662 1.87295 0.8915 0
2491 64.032585 -24.052691 0.1075 0.054 0
2492 64.028374 -24.052952 1.074 0.0158 0
2493 64.028275 -24.052504 0.23535 0.12 0
2494 64.031662 -24.052937 2.415 0.73425 0
2495 64.028877 -24.052931 0.7121 0.33 0
2496 64.033524 -24.05283 1.96665 0.205 0
2497 64.027344 -24.052706 0.05 0.75635 0
2498 64.029556 -24.052469 1.83 0.0755 0
2499 64.031021 -24.05138 3.79 0.386 0
2500 64.031281 -24.051508 4.539 0.158 0
2501 64.031349 -24.052162 2.705 0.67515 0
2502 64.027122 -24.051805 0.05 3.00155 0
2503 64.027901 -24.05147 0.595 0.0899 0
2504 64.028137 -24.051245 0.198 0.0135 0
2505 64.02829 -24.05048 3.455 3.7 0
2506 64.033134 -24.092928 3.528999 0.37 0
2507 64.030579 -24.091003 2.7245 0.04885 0
2508 64.031494 -24.091143 1.09 0.01835 0
2509 64.029648 -24.090672 1.1265 0.105 0
2510 64.044922 -24.088692 7.326 2.9186 0
2511 64.047653 -24.087942 1.4407 2.549 0
2512 64.047813 -24.087883 0.653 0.09 0
2513 64.048035 -24.087818 0.59 0.0275 0
2514 64.048599 -24.087563 0.612 0.017 0
2515 64.048721 -24.087521 2.0453 0.021 0
2516 64.0485 -24.087713 2.688499 0.2545 0
2517 64.048813 -24.087345 0.945 0.0485 0
2518 64.045792 -24.087154 1.5995 0.05 0
2519 64.031387 -24.086828 4.238 0.187001 0
2520 64.032707 -24.086733 3.982 0.14195 0
2521 64.047333 -24.082855 1.484 0.47745 0
2522 64.028725 -24.082695 4.32965 0.24 0
2523 64.035995 -24.078506 2.791999 0.065 0
2524 64.029808 -24.078493 3.29155 0.074 0
2525 64.040497 -24.0784 3.99 0.341 0
2526 64.031937 -24.078114 2.3315 0.1575 0
2527 64.030586 -24.077765 3.4705 0.18175 0
2528 64.031387 -24.077618 2.995 0.1205 0
2529 64.030579 -24.077572 0.4845 0.4342 0
2530 64.030937 -24.07748 0.565 0.4631 0
2531 64.032959 -24.077271 0.598 0.02 0
2532 64.021408 -24.076731 0.52 0.23 0
2533 64.052254 -24.074574 4.013 0.0313 0
2534 64.019806 -24.072044 0.8185 0.025 0
2535 64.01873 -24.071894 0.57 0.0155 0
2536 64.025749 -24.072229 0.06 0.1765 0
2537 64.020691 -24.071323 0.42 1.888 0
2538 64.032837 -24.0711 1.84 0.964 0
2539 64.030922 -24.070471 3.4045 0.055 0
2540 64.01947 -24.069742 1.3565 0.00565 0
2541 64.020203 -24.069471 1.7719 0.0455 0
2542 64.020515 -24.068867 4.0265 0.05655 0
2543 64.030457 -24.068747 9.509001 3.516 0
2544 64.026268 -24.068699 4.595 0.02275 0
2545 64.038261 -24.0683 4.514 0.4274 0
2546 64.04039 -24.067764 4.40035 0.167 0
2547 64.038994 -24.067659 3.9287 0.187 0
2548 64.039032 -24.066751 4.116501 0.03155 0
2549 64.024132 -24.060446 2.150599 1.0 0
2550 64.050575 -24.058865 0.403 0.205 0
2551 64.031448 -24.057718 1.964 0.06 0
2552 64.029198 -24.057064 2.782 0.091 0
2553 64.038689 -24.056232 0.01 0.02 0
2554 64.03215 -24.0557 5.896001 0.025 0
2555 64.032455 -24.055662 5.996451 0.0195 0
2556 64.037086 -24.053787 2.727 0.0902 0
20002 64.046127 -24.098892 2.3375 1.9675 0
20003 64.045685 -24.098986 7.135 0.2078 0
20004 64.046989 -24.098465 7.10005 0.23 0
20006 64.046333 -24.098846 0.89 0.025 0
20008 64.047485 -24.098303 6.851001 1.76 0
20009 64.046326 -24.0986 4.40895 3.975 0
20010 64.04715 -24.09831 6.0769 0.0631 0
20011 64.045418 -24.098927 4.185 0.03 0
20012 64.04586 -24.098822 0.99 0.05085 0
20014 64.04747 -24.098547 6.640299 0.06995 0
20015 64.047623 -24.098051 2.008999 0.25935 0
20016 64.047531 -24.098482 9.649 0.303951 0
20017 64.046623 -24.098431 8.2479 0.3745 0
20018 64.046509 -24.098431 7.997501 1.52995 0
20019 64.047577 -24.098394 7.997501 1.324949 0
20020 64.046768 -24.098375 1.09 1.62185 0
20021 64.047615 -24.09823 1.3513 1.0813 0
20023 64.047821 -24.097878 0.2553 1.62 0
20027 64.042419 -24.097733 6.458801 0.0745 0
20029 64.041725 -24.097557 0.817 0.73395 0
20034 64.040939 -24.097218 6.64 0.0567 0
20035 64.041191 -24.097116 6.005 0.0301 0
20037 64.04081 -24.097147 6.415051 0.0255 0
20038 64.040558 -24.097092 6.419551 0.3565 0
20039 64.03727 -24.095865 5.035001 0.50615 0
20040 64.040436 -24.097046 6.68005 0.0802 0
20041 64.040306 -24.09701 6.034001 0.51 0
20046 64.03994 -24.096861 1.33 0.2915 0
20048 64.040321 -24.096796 1.33 0.74 0
20049 64.039642 -24.096777 6.575051 0.213 0
20050 64.041176 -24.096693 1.68345 1.3385 0
20051 64.047066 -24.096561 5.5015 0.08 0
20052 64.040421 -24.096544 1.2325 0.06 0
20053 64.046402 -24.09647 4.686949 0.055 0
20054 64.03875 -24.096415 6.641649 0.0445 0
20058 64.047791 -24.096266 1.67 0.0291 0
20059 64.038025 -24.096169 6.7246 0.16495 0
20065 64.042404 -24.095959 5.79695 0.047 0
20071 64.035835 -24.094999 4.810001 0.2188 0
20077 64.036629 -24.095644 5.60495 0.195 0
20081 64.036438 -24.095568 5.719999 0.262 0
20085 64.036057 -24.095427 5.378401 0.14 0
20091 64.038467 -24.0954 0.19 0.111 0
20101 64.035622 -24.094767 5.21 0.149 0
20103 64.042519 -24.094933 5.778 0.0458 0
20106 64.041695 -24.094809 1.17275 0.075 0
20111 64.036331 -24.094492 4.780999 0.01925 0
20113 64.04631 -24.094585 4.10745 0.725 0
20115 64.04792 -24.094515 5.0467 0.008 0
20116 64.03669 -24.094492 4.320501 0.0484 0
20132 64.034317 -24.093935 9.561001 0.02065 0
20137 64.046387 -24.093899 2.8405 0.595 0
20138 64.042702 -24.093817 3.7275 0.2565 0
20139 64.035164 -24.093821 8.246901 0.051499 0
20142 64.035004 -24.093674 4.7025 0.059 0
20147 64.049065 -24.093334 0.58 0.2535 0
20148 64.048294 -24.093283 2.15 0.0675 0
20154 64.048515 -24.093214 0.25 0.0635 0
20171 64.041397 -24.092432 0.4935 0.367 0
20172 64.045265 -24.092424 3.3015 0.34285 0
20174 64.039955 -24.092421 4.641349 0.01 0
20178 64.020706 -24.086863 0.08 0.2175 0
20183 64.034607 -24.092049 4.736 0.0561 0
20193 64.047104 -24.091665 3.245 0.08595 0
20194 64.035416 -24.091635 3.8 2.7408 0
20208 64.046066 -24.09137 1.7445 0.426 0
20209 64.026108 -24.091341 3.2375 0.06485 0
20211 64.045616 -24.091316 1.325 0.2595 0
20214 64.050407 -24.091246 1.5315 0.024 0
20216 64.04158 -24.091213 6.863 0.2805 0
20223 64.036583 -24.090944 5.015001 0.46235 0
20241 64.038551 -24.090471 2.5125 2.0775 0
20246 64.050453 -24.090265 1.73 0.12435 0
20249 64.035187 -24.09024 5.288999 0.6404 0
20256 64.044861 -24.090075 0.5885 0.32915 0
20270 64.040207 -24.08987 0.4975 1.404 0
20276 64.040329 -24.089798 2.5125 2.1937 0
20277 64.045441 -24.089779 0.4085 1.27155 0
20279 64.039696 -24.089762 0.8005 0.115 0
20281 64.039818 -24.08972 3.534899 0.029 0
20283 64.033173 -24.089598 0.8995 0.024 0
20284 64.048485 -24.089575 3.3215 0.0885 0
20286 64.051529 -24.089539 5.961 2.58835 0
20291 64.04541 -24.089405 0.781 0.3345 0
20297 64.034073 -24.089308 0.3805 0.37725 0
20303 64.030518 -24.089172 5.96345 0.521 0
20306 64.040054 -24.089092 5.214 0.572 0
20309 64.038742 -24.089041 4.13 0.057451 0
20313 64.033791 -24.08897 1.63 0.051 0
20316 64.033218 -24.088903 1.75 0.0135 0
20318 64.041702 -24.088869 1.775 0.01525 0
20324 64.051109 -24.088835 1.9727 0.084 0
20327 64.026878 -24.088745 1.49605 1.3375 0
20331 64.048355 -24.08872 4.8875 0.34 0
20334 64.038712 -24.088642 2.74 2.07005 0
20337 64.033844 -24.088593 1.365 0.02 0
20338 64.017876 -24.088558 6.831501 0.275 0
20343 64.04985 -24.088518 2.255 0.079 0
20345 64.047791 -24.088503 6.5481 0.6 0
20348 64.024712 -24.088612 3.34475 2.5635 0
20350 64.048119 -24.088463 3.554999 0.0159 0
20352 64.027031 -24.088448 5.27085 0.114 0
20356 64.04068 -24.088318 6.9858 0.05045 0
20358 64.044724 -24.088253 4.389 0.05 0
20365 64.035828 -24.088114 0.668 0.1 0
20371 64.031494 -24.088058 6.647 0.47955 0
20373 64.049088 -24.088043 1.731 0.041 0
20375 64.038895 -24.087996 4.6379 0.055 0
20377 64.039978 -24.087942 4.0659 0.0435 0
20380 64.034966 -24.087894 3.1495 0.4885 0
20383 64.041649 -24.087866 2.184999 0.0265 0
20384 64.016342 -24.087992 6.09 0.658001 0
20386 64.027596 -24.087849 0.08 0.688 0
20391 64.049812 -24.087778 0.9045 0.054 0
20398 64.036163 -24.087736 3.538 0.0247 0
20404 64.032944 -24.08778 6.5987 0.04495 0
20405 64.050179 -24.087662 2.755 0.072 0
20409 64.027473 -24.087599 0.549 0.0525 0
20414 64.032845 -24.087654 6.648299 0.0445 0
20415 64.01725 -24.087866 5.835001 2.3425 0
20418 64.031578 -24.087496 4.5712 1.8955 0
20421 64.052307 -24.087439 8.05 0.02705 0
20426 64.039688 -24.087372 0.84775 2.398 0
20429 64.026993 -24.087297 0.96985 0.0115 0
20430 64.052376 -24.087282 8.032997 0.017 0
20432 64.028465 -24.087286 4.297 0.52205 0
20434 64.052452 -24.087397 7.051 0.548501 0
20436 64.04129 -24.087217 1.9 0.0565 0
20440 64.015251 -24.087194 0.973 0.509 0
20442 64.032219 -24.087177 3.07 0.081 0
20443 64.047386 -24.087183 1.511 0.507 0
20446 64.037712 -24.087128 3.23 0.0555 0
20451 64.035042 -24.087072 4.828 0.331 0
20452 64.032379 -24.087063 4.162299 1.845 0
20454 64.028694 -24.087124 4.1394 0.5675 0
20463 64.028481 -24.086996 2.3365 0.0585 0
20465 64.049088 -24.086967 7.53 2.942 0
20470 64.037987 -24.086891 5.871 0.196 0
20477 64.028259 -24.086823 1.587 0.055 0
20478 64.052078 -24.08683 3.664 0.1518 0
20486 64.013214 -24.086803 6.674551 0.172 0
20487 64.052567 -24.086786 3.982651 0.107 0
20489 64.045532 -24.086758 1.548 0.0136 0
20496 64.017464 -24.08672 4.625 0.01955 0
20497 64.028137 -24.0867 0.445 0.225 0
20499 64.013557 -24.086916 6.56005 2.686 0
20500 64.035416 -24.086657 5.155 2.2723 0
20502 64.014252 -24.086645 3.95795 0.074 0
20503 64.035782 -24.086639 2.735 0.047 0
20504 64.048698 -24.086628 6.844001 0.145 0
20505 64.047844 -24.086624 2.1 0.1695 0
20506 64.052444 -24.086609 3.79 0.18255 0
20507 64.044685 -24.086605 3.66 1.01175 0
20508 64.049423 -24.08658 3.93285 0.0815 0
20509 64.014496 -24.087267 0.2 3.29875 0
20510 64.025925 -24.08655 4.186 0.632 0
20511 64.034843 -24.08651 5.035001 0.2055 0
20514 64.050362 -24.086441 6.450051 0.05685 0
20518 64.025734 -24.086403 5.213999 0.21835 0
20521 64.01696 -24.08638 1.047 0.04 0
20525 64.023659 -24.086344 4.985 0.042 0
20529 64.04895 -24.08626 2.708 0.125 0
20531 64.052299 -24.086233 3.538 0.01 0
20540 64.022163 -24.086163 6.16 0.9255 0
20543 64.025581 -24.086111 0.4095 0.367 0
20546 64.018051 -24.086098 6.59 0.17255 0
20552 64.017036 -24.086042 5.832 0.02915 0
20553 64.051941 -24.086239 3.5015 0.14755 0
20557 64.014534 -24.086287 4.05 1.1721 0
20559 64.039139 -24.085873 0.05 0.02 0
20574 64.015404 -24.085693 4.2655 0.4 0
20576 64.047966 -24.085686 0.5725 0.085 0
20583 64.019066 -24.085598 5.505 0.128999 0
20585 64.048416 -24.085545 1.915 0.3315 0
20588 64.046814 -24.085474 1.034 0.05775 0
20591 64.018883 -24.085438 3.487 0.025 0
20594 64.037933 -24.085415 6.0405 0.055 0
20598 64.01989 -24.085312 0.735 0.0715 0
20601 64.036842 -24.085293 1.0185 0.01835 0
20605 64.040031 -24.08523 2.469 1.85365 0
20609 64.021088 -24.085188 5.0196 0.01 0
20618 64.04071 -24.0851 5.912 2.3305 0
20619 64.012596 -24.086519 6.38005 0.7195 0
20622 64.033539 -24.085014 4.345 1.71345 0
20628 64.038979 -24.084919 2.30045 1.614 0
20632 64.013641 -24.08482 1.13795 0.081 0
20636 64.048553 -24.084761 2.79 0.4315 0
20638 64.014008 -24.084768 2.24405 0.0765 0
20639 64.012985 -24.084925 4.963 0.5439 0
20640 64.016563 -24.08473 4.385501 0.101001 0
20646 64.021545 -24.08461 4.747649 0.184 0
20648 64.019547 -24.084579 2.06015 0.07 0
20654 64.04921 -24.084547 1.44 0.117 0
20656 64.035736 -24.084528 0.585 1.34545 0
20658 64.035072 -24.084494 2.044 0.04 0
20661 64.012886 -24.08567 6.410051 0.2145 0
20665 64.050026 -24.084436 0.46 0.156 0
20666 64.036201 -24.084415 3.59045 0.1085 0
20678 64.012558 -24.084185 7.081 0.12785 0
20680 64.035294 -24.084158 1.17235 0.7 0
20683 64.038338 -24.08412 2.94005 1.5165 0
20684 64.012505 -24.084089 9.3924 0.149 0
20686 64.02298 -24.084068 4.5485 0.23495 0
20691 64.012589 -24.083992 6.54155 0.1119 0
20697 64.03698 -24.083887 1.63 0.066 0
20706 64.035614 -24.083775 2.2508 0.0165 0
20708 64.016068 -24.083784 5.52845 0.36 0
20710 64.0345 -24.083675 3.3262 1.4865 0
20711 64.031929 -24.083681 5.04735 0.082 0
20712 64.034744 -24.083677 5.276 0.0999 0
20714 64.045502 -24.083672 0.78 2.0955 0
20720 64.043793 -24.083609 0.7419 0.7125 0
20722 64.022423 -24.083601 6.15 0.03125 0
20732 64.013557 -24.083508 3.797 0.005 0
20734 64.03318 -24.083487 2.176 0.0515 0
20744 64.041298 -24.083353 0.714 0.115 0
20747 64.013817 -24.083323 5.789999 2.28305 0
20752 64.020447 -24.083326 3.86 0.1354 0
20754 64.048286 -24.083305 1.975 0.14185 0
20755 64.035515 -24.083286 4.371 0.1488 0
20767 64.044968 -24.083216 1.0035 0.0326 0
20769 64.036804 -24.083168 0.04 0.01 0
20776 64.031021 -24.083103 4.188349 0.033 0
20779 64.039909 -24.083044 2.2267 0.124 0
20781 64.041885 -24.083031 1.855 0.18 0
20786 64.018044 -24.082991 3.679999 0.04315 0
20787 64.050011 -24.082994 6.427751 0.072 0
20795 64.049911 -24.082914 6.365 0.036 0
20796 64.013138 -24.082891 6.32995 0.015 0
20799 64.054314 -24.082886 5.213999 2.596101 0
20800 64.030762 -24.082884 0.694 0.411 0
20812 64.042137 -24.082747 3.683499 0.206 0
20815 64.034439 -24.082714 4.259 0.072 0
20816 64.038467 -24.082708 1.71 0.23925 0
20817 64.054489 -24.082674 4.804 0.72105 0
20821 64.019569 -24.082649 0.116 0.015 0
20823 64.054512 -24.082594 6.67025 0.05495 0
20825 64.027588 -24.082603 2.0215 1.786 0
20826 64.028015 -24.082634 0.2635 0.0225 0
20833 64.055779 -24.079769 7.00635 0.225 0
20834 64.054779 -24.081875 0.08 0.1217 0
20845 64.027374 -24.082453 0.781 0.045 0
